PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50 Modifier,IC50,IC50 Std Dev Modifier,IC50 Std Dev,IC50 Hill Slope,IC50 NormChi2,% Inhibition @ 100 uM,% Inhibition @ 50 uM,% Inhibition @ 25 uM,% Inhibition @ 12.5 uM,% Inhibition @ 6.25 uM,% Inhibition @ 3.13 uM,% Inhibition @ 1.56 uM,% Inhibition @ 0.78 uM,% Inhibition @ 0.39 uM,% Inhibition @ 0.19 uM,Primary Outcome,Primary Screen % Inhibition @ 25 uM,Pilot 10K Screen % Inhibition @ 25 uM Rep 1,Pilot 10K Screen % Inhibition @ 25 uM Rep 2,Verification
RESULT_TYPE,,,,,,,STRING,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,STRING
RESULT_UNIT,,,,,,,NONE,MICROMOLAR,NONE,NONE,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,
493,26665860,3774396,Active,68,,,,30.64,,1.49,2.73,3.93,92.46,77.29,40.96,0,0,4.23,0,0,0,2.06,Active,78.6,,,verified
494,26666179,262424,Active,60,,,,50.8,,1.77,1.42,1.91,72.33,48.93,26.8,15.18,1.02,0,0,0,0,0,Active,30.01,,,verified
495,26666227,96506,Active,41,,,>,100,,31.24,0.86,3.22,39.08,28.5,11.94,9.82,12.43,0,0.71,0.7,0,0,Active,34.78,,,verified
496,26666750,135483971,Active,41,,,>,100,,32.52,1.32,4.77,35.23,25.79,0,6.31,0,4.23,2.14,0,4.06,4.11,Active,62.53,,,verified
497,26666769,135454066,Active,58,,,,57.32,,18.6,0.87,11.46,46.8,53.67,56.07,9.66,6.45,0.67,0,2.04,0,1.39,Active,56.98,,,verified
498,26666783,268524,Active,70,,,,26.91,,2.01,1.19,3.91,76.65,72.27,50.02,26.3,11.05,12.68,0.71,0.7,0,1.37,Active,32.43,,,verified
499,26666852,281355,Active,41,,,>,100,,112.54,0.7,6.33,44.15,16.29,15.46,9.12,11.05,4.23,10.69,7.67,0,7.54,Active,77.04,,,verified
500,26666871,291363,Active,54,,,,68.1,,7.59,2.06,7.42,74.57,25.79,14.75,15.43,7.6,1.41,0,7.67,4.06,6.17,Active,48.31,,,verified
501,26666982,1977613,Active,59,,,,54.03,,2.39,3.33,4.03,85.23,46.35,2.11,0,2.76,0,2.85,4.88,6.76,0,Active,30.16,,,verified
502,26667249,6081455,Active,61,,,,49.71,,0.77,3.32,1.41,89.99,51.16,8.43,0,0,0,0,3.49,0.68,0,Active,52.89,,,verified
503,26667252,1635191,Active,41,,,>,100,,196.68,0.71,8.13,24.88,36.44,21.08,2.1,0,0,2.14,0,9.47,8.23,Active,52.74,,,verified
504,26667296,323616,Active,78,,,,5.19,,1.11,1.2,11.47,70.6,81.97,87.83,84.36,58.03,35.78,10.69,10.46,0,3.43,Active,86.27,,,verified
505,26667323,2027019,Active,61,,,,48.93,,6.16,1.13,5.82,67.67,58.36,23.19,16.13,11.74,7.75,3.56,9.77,3.38,4.8,Active,63.24,,,verified
506,26669298,6880919,Active,60,,,,51.52,,6.95,2,9.17,73.59,57.75,7.73,9.82,7.6,7.75,2.85,13.95,3.38,10.29,Active,53.63,,,verified
507,26669306,5889774,Active,41,,,>,100,,55.76,0.71,4.08,42.46,23.37,14.81,17.94,6.45,4.71,9.52,0,3.44,0,Active,31.61,,,verified
508,26669308,919716,Active,41,,,>,100,,12.33,1.6,3.64,43.11,22.39,7.03,0,0,2.82,0,8.37,0,4.11,Active,47.22,,,verified
509,26669975,2537965,Active,41,,,>,100,,7.99,1.4,1.69,41.68,19,11.24,4.21,0,0,0,2.79,0,2.06,Active,44.22,,,verified
510,26670249,9668979,Active,41,,,>,100,,9.02,2.13,3.57,44.42,12.21,8.43,0,4.14,7.04,0,2.79,0,0,Active,34.48,,,verified
511,26670282,2453346,Active,67,,,,34.94,,1.37,3.54,3.47,88.32,80.36,22.57,1.38,0,1.34,0,0,0,0,Active,64.3,,,verified
512,26670310,135777933,Active,52,,,,71.55,,5.17,1.33,3.34,62.91,37.32,15.46,12.62,6.22,3.52,3.56,3.49,0,4.8,Active,66.33,,,verified
513,26670312,135779762,Active,58,,,,55.78,,2.54,2.22,3.27,77.5,46.01,10.54,7.71,0,2.82,5.7,2.09,1.35,1.37,Active,42.2,,,verified
514,26670571,135614526,Active,79,,,,4.59,,0.4,4.65,8.02,91,90.11,100,92.23,81.86,13.38,4.99,16.05,3.38,0,Active,108.86,,,verified
515,26670661,135607695,Active,41,,,>,100,,52.99,0.99,7.9,32.66,44.54,9.87,2.07,1.7,0.67,0,0.68,3.44,0,Active,45.4,,,verified
516,26670830,470952,Active,77,,,,7.76,,0.6,2.89,6.39,94.92,88.08,90.84,83.65,33.28,6.05,4.76,6.12,8.26,0,Active,88.77,,,verified
517,26670882,1415822,Active,56,,,,61.88,,8.79,1.44,7.44,56.01,58.08,16.86,2.1,0,0,0,0,0,0,Active,62.35,,,verified
518,26670922,1854790,Active,75,,,,13.96,,4.83,0.79,13.64,,51.64,66.68,67.32,43.52,7.75,7.13,11.16,0,4.8,Active,73.75,,,verified
519,26670939,2021233,Active,58,,,,57.4,,1.73,2.11,2.1,78.86,39.08,18.34,3.45,2.38,0,0,0,0,0,Active,35.53,,,verified
520,26670957,1985913,Active,66,,,,35.88,,12.37,0.82,13.39,44.93,69.39,64.74,24.16,13.92,3.36,4.08,0,0,0,Active,62.6,,,verified
521,26670969,135630536,Active,41,,,>,100,,119.8,0.75,7.15,28,41,8.46,10.35,5.77,1.34,0,0,3.44,2.08,Active,35.69,,,verified
522,26671080,1841979,Active,59,,,,54.74,,6.33,1.75,7.19,69.42,55.78,8.43,10.52,8.98,2.11,6.42,0.7,0,7.54,Active,37.09,,,verified
523,26671162,916037,Active,64,,,,41.91,,9.55,1.59,13.72,100,43.16,18.97,34.22,6.22,7.04,8.55,7.67,12.85,1.37,Active,43.23,,,verified
524,26671424,1948239,Active,41,,,>,100,,13.49,1.35,3.53,42.07,30.54,7.03,0,2.76,4.23,0,0.7,0,0,Active,40.73,,,verified
525,26671487,1348303,Active,41,,,>,100,,236.71,0.38,19.31,16.28,42.48,59.72,59.81,11.05,13.38,6.42,6.98,1.35,0,Active,45.4,,,verified
526,26671489,112939,Active,80,,,,1.61,,0.18,1.45,6.45,100,100,100,100,100,65.51,43.7,27.91,14.88,12.34,Active,33.95,,,verified
527,26671491,135489768,Active,50,,,,76.14,,3.69,3.2,4.13,71.18,19,7.73,0.7,4.14,0,2.85,7.67,4.73,1.37,Active,34.82,,,verified
528,26671681,2256034,Active,73,,,,17.83,,4.52,0.8,10.58,66.23,63.51,63.86,63.25,27.84,7.04,9.98,4.19,0,2.74,Active,68.84,,,verified
529,26724200,135691237,Active,47,,,,83.79,,7.75,1.17,3.45,51.45,42.07,16.86,9.12,2.76,0,0,4.88,0.68,0,Active,76.87,,,verified
530,26724231,135679290,Active,68,,,,32.64,,5.75,1.14,8.82,64.21,66.3,57.75,18.93,4.84,0,6.42,0,4.06,0.69,Active,64.37,,,verified
531,26724280,16240588,Active,57,,,,59.37,,4.91,4.88,7.9,95.41,28.5,13.35,10.52,8.98,7.04,7.13,0.7,0,7.54,Active,86.32,,,verified
532,26724300,3967587,Active,74,,,,15.75,,1.27,6,6.61,100,97.33,95.11,19.32,13.25,5.38,10.2,0,6.19,2.08,Active,81.92,,,verified
533,26724381,1548308,Active,53,,,,70.56,,1.84,2.03,1.7,65.78,35.22,9.84,0,0,0,0,2.79,0,0,Active,39.73,,,verified
534,26725212,344925,Active,44,,,,91.24,,5.13,2.22,3.47,55.79,19.12,6.35,4.83,5.77,0,0.68,4.76,4.82,1.39,Active,28.8,,,verified
535,26725309,369538,Active,41,,,>,100,,685.5,0.31,12.38,19.54,34.61,42.15,46.14,27.08,11.98,11.41,7.67,0,2.74,Active,45.54,,,verified
536,26725381,16745603,Active,68,,,,30.55,,2.27,1.65,4.65,81.4,75.39,39.91,16.83,8.98,0,0.71,4.88,5.41,5.49,Active,82.08,,,verified
537,26725422,16745644,Active,41,,,>,100,,7.37,1.35,2.04,45.33,25.79,8.43,9.12,0,0,0,0,0,0,Active,29.35,,,verified
538,26725440,16745662,Active,45,,,,90.17,,15.46,1.07,5.63,45.33,46.45,20.45,4.14,3.74,0,0.68,0,2.75,0,Active,43.66,,,verified
539,26725444,16745666,Active,41,,,>,100,,195.33,0.56,4.22,37.12,18.32,16.16,8.41,11.05,11.27,2.85,3.49,7.44,2.06,Active,30.22,,,verified
540,26725535,16745757,Active,67,,,,33.8,,2.89,1.28,4.58,72.61,68.33,42.3,18.93,10.36,0,0.71,5.58,4.73,0,Active,62.97,,,verified
541,26725538,16745760,Active,73,,,,19.82,,1.72,2.53,6.76,100,91.27,66.93,16.56,18.68,0,7.48,8.16,0,0,Active,83.44,,,verified
542,26725609,1901667,Active,74,,,,17.4,,3,1.36,9.83,74.63,74.23,74.47,46.49,9.67,0,0,7.67,0,0,Active,77.95,,,verified
543,26725613,5887326,Active,41,,,>,100,,14.88,1.24,3.73,41.48,33.25,11.94,0,0,1.41,0,0,0.68,0,Active,42.54,,,verified
544,26725671,1904598,Active,65,,,,38.02,,9.62,1.09,12.03,52.82,68.81,56.84,16.13,0,0,0,0,0,0,Active,66.46,,,verified
545,26725675,2772102,Active,73,,,,19.98,,1.61,3.16,6.82,100,,68.5,14.02,16.58,0,4.28,6.98,6.09,0,Active,63.68,,,verified
546,26725729,1922183,Active,54,,,,66.58,,8.79,1.73,7.78,59.13,51.91,4.92,0.7,4.14,0,2.85,0.7,4.73,7.54,Active,34.63,,,verified
547,26725738,5396735,Active,73,,,,19.86,,1.99,2.66,8,93.66,100,63.79,17.53,17.27,9.86,7.84,3.49,8.79,0,Active,74.08,,,verified
548,26725814,54677747,Active,49,,,,80.72,,0.92,3.22,0.98,66.36,18.32,0,0,0,1.41,0,0,0,0,Active,43.43,,,verified
549,26725891,6535287,Active,67,,,,35.26,,1.81,3.59,4.56,91.59,79.73,21.16,4.14,3.06,4.71,2.72,8.16,2.06,3.46,Active,46.85,,,verified
550,26725965,2012247,Active,41,,,>,100,,268.68,0.65,7.13,25.72,35.9,4.22,11.92,9.67,0,0,6.98,2.71,0,Active,34.57,,,verified
551,26726169,1924757,Active,41,,,>,100,,148.49,0.76,6.01,27.33,34.13,4.23,11.04,6.45,2.02,0.68,0,0,2.77,Active,30.9,,,verified
552,26726271,1608030,Active,67,,,,33.74,,4.3,1.45,7.4,75.74,76.81,30.7,16.83,9.67,11.27,4.28,6.98,1.35,4.11,Active,60.8,,,verified
553,26726320,946987,Active,41,,,>,100,>,9999,0.2,14.71,1.95,29.18,43.7,39.48,13.82,7.04,4.99,6.98,6.76,10.97,Active,40.18,,,verified
554,26726322,1908729,Active,47,,,,85.12,,2.36,2.28,1.84,58.74,23.75,4.92,0,0,0,0,4.88,0,0,Active,53.79,,,verified
555,26726397,1943201,Active,48,,,,83.21,,12.49,1.57,7.28,50.8,45.4,0,5.61,0,0,0,0,0,0,Active,34.54,,,verified
556,26728545,2797587,Active,67,,,,35.09,,2.19,2.76,5.05,93.43,75.46,23.89,11.92,4.84,7.04,2.85,6.28,0,4.8,Active,36.59,,,verified
557,26729192,5939422,Active,41,,,>,100,,110.72,0.61,9.55,27.03,43.22,35.62,24.54,3.45,0,0,0,0,0,Active,34.51,,,verified
558,26729299,2810296,Active,66,,,,35.94,,1.77,4.99,4.46,100,84.12,13.4,8.28,1.7,4.03,8.16,0.68,2.06,2.77,Active,32.08,,,verified
559,26729805,5714545,Active,55,,,,65.21,,2.49,2.76,3.04,77.37,31.21,7.73,5.61,0,1.41,0,1.4,6.76,0,Active,32.92,,,verified
560,26729943,2819082,Active,47,,,,84.64,,15.1,0.83,4.97,48.13,44.85,30.56,16.13,6.91,0,0.71,8.37,6.09,0,Active,39.28,,,verified
561,26731144,2813320,Active,64,,,,42.65,,4.19,2.13,6.98,72.48,69.89,20.37,0,0.69,0,0,3.49,0,0,Active,42.79,,,verified
562,26731813,2803962,Active,63,,,,45.16,,5.01,1.51,6.44,70.6,57.13,36.96,1.4,2.76,0,0,9.07,2.03,2.06,Active,32.86,,,verified
563,46500160,16759689,Active,41,,,>,100,,24.11,0.84,4.98,40.26,41.63,27.5,9.66,6.45,0,0,0,0,0,Active,62.94,,,verified
564,46500161,16759707,Active,65,,,,39.07,,3.32,1.31,4.56,75.35,55.3,45.46,11.22,6.91,2.82,1.43,0,2.71,1.37,Active,64.19,,,verified
565,46500197,16759688,Active,41,,,>,100,,43.95,0.64,7.9,37.45,45.19,35.97,27.98,4.84,3.52,0,0,7.44,2.06,Active,53.45,,,verified
566,46500238,16759696,Active,41,,,>,100,,7066.64,0.29,9.2,40.77,21.04,11.24,9.12,5.53,10.57,7.84,23.02,12.85,9.6,Active,33.02,,,verified
567,46500246,16759454,Active,41,,,>,100,,15.06,0.94,1.54,37.9,25.11,11.94,7.71,7.6,2.11,0,0,0,0,Active,29.44,,,verified
568,46500250,16759460,Active,41,,,>,100,,21.73,0.96,2.67,38.94,24.43,20.37,6.31,0,2.82,0,0.7,0,0,Active,46.07,,,verified
569,46501256,12305193,Active,76,,,,10.81,,0.44,2.99,3.35,100,100,,61.28,13.92,8.74,4.08,4.08,0.69,0.69,Active,104.13,,,verified
570,47193689,4971,Active,67,,,,34.59,,3.59,2.61,8.18,98.66,72.27,26.98,11.92,4.84,9.86,13.54,11.86,0,6.86,Active,40.58,,,verified
571,47193709,1369,Active,41,,,>,100,,4.99,2.94,3.56,49.23,10.18,3.51,4.91,3.45,0,7.13,2.79,0,2.06,Active,68.55,,,verified
572,47193862,135441721,Active,41,,,>,100,,55.47,0.69,6.32,52.23,23.75,14.05,18.93,9.67,8.45,9.98,9.07,3.38,1.37,Active,35.51,,,verified
573,47194260,2876107,Active,61,,,,49.76,,3.12,3.18,5.59,84.75,54.22,4.92,0,2.07,4.23,0,7.67,5.41,8.23,Active,33.65,,,verified
574,47194643,992589,Active,78,,,,7.49,,1.16,1.85,10.35,83.23,85.02,78.69,85.34,41.45,7.04,9.27,0,4.06,4.8,Active,96.5,,,verified
575,47194971,3546683,Active,68,,,,32.86,,2.99,1.86,6.05,78.8,74.78,39.84,5.61,7.6,3.52,0,7.67,0,1.37,Active,53.14,,,verified
576,47196025,4178669,Active,65,,,,39.73,,0.74,2.61,1.47,94.04,62.63,25.01,2.8,0,0,0,0,0,0,Active,47.42,,,verified
577,47197267,2966039,Active,74,,,,16.7,,0.73,3.31,3.79,98.07,97.7,80.47,25.54,9.85,0,2.04,3.4,2.06,6.93,Active,77.87,,,verified
578,47197317,2965964,Active,61,,,,48.76,,26.18,0.69,16.41,35.82,66.3,68.85,16.13,10.36,5.64,5.7,4.88,4.73,4.8,Active,60.12,,,verified
579,47197416,2966064,Active,74,,,,16.03,,0.47,3.27,2.56,94.79,100,79.48,32.44,0.34,0,0,0,0,0,Active,79.17,,,verified
580,47197488,2966044,Active,74,,,,16.93,,1,4.2,5.42,98.47,100,84.59,20.34,9.67,11.27,4.99,0.7,3.38,0,Active,83.48,,,verified
581,47197614,2965985,Active,73,,,,18.71,,0.99,3.13,4.5,88.47,98.55,71.31,21.04,6.22,0,0,4.19,0,2.06,Active,75.56,,,verified
582,47197673,2966176,Active,77,,,,9.77,,0.98,2.54,7.84,87.17,89.23,82.76,73.07,20.03,2.11,1.43,2.09,8.79,0,Active,97.53,,,verified
583,47197867,731412,Active,48,,,,83.23,,1.52,2.86,1.46,63.24,17.64,6.32,0,0,0.7,0,0,0,2.06,Active,66.2,,,verified
584,47198093,2162034,Active,55,,,,63.73,,20.48,0.83,10.43,44.35,63.38,36.39,14.73,2.76,7.75,2.14,0,9.47,9.6,Active,38.2,,,verified
585,47198102,1274431,Active,49,,,,79.27,,0.47,3.62,0.53,69.94,15.61,2.81,0,0,0.7,0,0,0,0,Active,29.87,,,verified
586,47198168,1379067,Active,66,,,,36.21,,8.98,1.19,12.61,54.97,74.91,53.89,7.71,2.07,2.82,7.84,0,0,3.43,Active,70.73,,,verified
587,47198631,779251,Active,67,,,,33.07,,2.66,1.88,5.39,78.93,74.91,38.64,7.01,4.14,6.34,2.14,3.49,1.35,0,Active,79.98,,,verified
588,47198762,2278197,Active,62,,,,46.89,,8.22,1.39,9.57,62.78,69.55,19.67,14.02,0,7.04,2.85,6.98,0,10.29,Active,38.08,20.91,14.47,verified
589,47199193,4389809,Active,67,,,,33.35,,4.6,1.29,7.46,73.4,72.95,34.15,27.35,0.69,11.98,0,2.09,3.38,7.54,Active,66.62,,,verified
590,47200535,809304,Active,43,,,,95.44,,46.28,0.8,12.24,49.56,49.74,0,34.92,6.91,7.75,0,5.58,0.68,4.11,Active,36.82,41.82,34.96,verified
591,47200669,2265491,Active,58,,,,57.64,,3.53,2.27,4.44,72.68,48.79,7.03,0,0,0,0,4.88,4.06,0,Active,63.43,,,verified
592,47200893,5286961,Active,59,,,,53.19,,3.37,2.28,4.64,76.13,52.47,9.17,3.45,1.7,1.34,5.44,6.8,0.69,0,Active,35.88,,,verified
593,47200926,3106505,Active,63,,,,43.47,,3.86,2.4,6.73,75.48,69.08,13.35,4.21,0.69,0,0,0,5.41,0,Active,66,,,verified
594,47201032,6249114,Active,41,,,>,100,,20.83,1.11,3.52,41.35,24.43,16.16,2.8,1.38,1.41,3.56,8.37,0,0,Active,35.57,0,-7.24,verified
595,47201142,1103580,Active,76,,,,12.35,,1.32,1.9,7.06,,,69.26,62.25,15.96,2.02,0,2.72,0,0,Active,34.34,,,verified
596,47201382,162386,Active,58,,,,58.01,,3.25,2.86,4.62,84.59,37.52,9.84,7.01,3.45,3.52,9.98,2.09,0,0,Active,49.61,,,verified
597,47201942,2278522,Active,66,,,,35.52,,3.09,2.07,6.11,90.26,66.42,33.57,7.59,3.74,7.4,10.88,9.52,5.51,2.77,Active,49.6,,,verified
598,47202031,2929422,Active,62,,,,46.72,,1.27,2.46,2.09,83.32,56.72,16.93,0,0,0,0,0,1.38,0,Active,45.8,,,verified
599,47202113,5740058,Active,51,,,,74.45,,2.94,2.67,3.05,70.06,22.66,11.28,0,0,0,0,0,1.38,4.85,Active,39.75,,,verified
600,47202116,2203857,Active,41,,,>,100,,57.22,0.88,7.72,31.78,45.4,17.56,4.91,0,0,1.43,2.09,0,0,Active,30.39,,,verified
601,47202173,23724291,Active,41,,,>,100,,55.72,0.69,4.27,33.33,37.31,19.04,13.11,9.17,2.02,0,0,2.06,2.77,Active,29.24,,,verified
602,47202189,5733178,Active,69,,,,29.95,,2.01,3.24,5.9,86.26,90.7,30.96,13.8,1.02,0,2.04,0,0,0,Active,74.96,,,verified
603,47202207,1987744,Active,65,,,,39.46,,5.1,1.65,8.01,68.32,75.52,25.01,10.52,5.53,0,0.71,0,2.03,2.06,Active,33.57,,,verified
604,47202252,2965851,Active,74,,,,15.98,,1.49,4.88,8.55,81.42,97.52,91.51,21.74,13.13,1.41,8.55,2.79,0,1.37,Active,82.83,,,verified
605,47202339,367783,Active,65,,,,39,,2.99,1.85,5.07,78.72,67.34,28.21,10.35,0,0,6.8,6.8,4.82,0,Active,85.38,,,verified
606,47202524,5960745,Active,61,,,,49.37,,4.8,1.47,3.85,,48.52,31.26,9.82,0,0,7.84,1.4,0,0,Active,69.89,47.36,25.32,verified
607,47202729,2258498,Active,41,,,>,100,,14.8,1.43,3.34,39.92,25.79,5.62,0,3.45,0,0,5.58,0,2.06,Active,45.65,,,verified
608,47202925,5345468,Active,41,,,>,100,,219.25,0.64,10.29,22,41.07,33.99,4.14,0,0,0.68,5.44,0,0,Active,70.99,,,verified
609,47203274,3128208,Active,70,,,,26.24,,6.12,0.77,9.06,55.42,71.59,55.01,46.07,18.65,11.27,5.7,6.28,0,2.06,Active,77.24,,,verified
610,47203406,459276,Active,69,,,,28.81,,4.62,1.09,7.9,85.78,64.33,38.29,34.92,11.05,7.75,7.84,7.67,9.47,15.09,Active,38.08,,,verified
611,47204290,698950,Active,63,,,,43.66,,3.33,1.58,4.56,77.06,61.18,20.45,17.25,5.77,5.38,2.04,2.72,0,0,Active,67,,,verified
612,47204835,9590902,Active,73,,,,17.94,,1.62,2.25,6.61,89.46,89.07,75.04,21.39,18,1.34,1.36,6.12,2.75,0,Active,88.87,,,verified
613,49640770,2829323,Active,55,,,,64.73,,2.22,2.54,2.62,75.99,33.14,7.76,8.28,0,2.69,0,0,0,0,Active,57.48,,,verified
614,49640837,1070152,Active,59,,,,54.9,,6.31,1.6,6.71,73.14,48.65,14.75,11.92,6.91,11.98,6.42,3.49,6.09,8.23,Active,65.88,,,verified
615,49640988,734033,Active,47,,,,84.4,,8.67,1.8,5.59,53.73,37.25,0,2.8,0,0,0,6.98,0,0,Active,49.96,,,verified
616,49641278,5285589,Active,65,,,,38.58,,3,1.21,3.97,74.06,59.97,33.64,28.3,4.42,2.02,0,0.68,1.38,0,Active,43.09,,,verified
617,49641824,734035,Active,69,,,,29.35,,2.33,1.7,5.06,80.52,72.15,51.2,11.04,5.77,0,0,0,0,0,Active,82.23,,,verified
618,49642622,5721553,Active,54,,,,68.23,,5.22,1.6,4.2,59.53,46.38,13.4,1.38,0,0,0,0,0,0,Active,54.48,,,verified
619,49642657,1098514,Active,61,,,,49.8,,8.69,1.22,8.57,55.79,65.78,32.94,8.28,0,0,4.76,0,0,0,Active,32.27,,,verified
620,49642682,3128193,Active,77,,,,9.7,,1.8,1.48,11.03,72.79,84.97,89.64,65.63,29.28,6.72,12.92,10.2,0,0,Active,90.43,,,verified
621,49643223,1719457,Active,70,,,,26.67,,4.93,1.86,12.33,84.77,94.86,30.14,24.54,12.43,11.27,9.27,9.07,12.17,8.91,Active,77.93,20.3,18.69,verified
622,49643607,1147343,Active,61,,,,50.05,,1.26,4.51,2.9,100,48.52,8.43,0,1.38,1.41,0,4.88,0,1.37,Active,37.84,,,verified
623,49643806,1104657,Active,57,,,,59.63,,3.78,2.28,4.6,78.48,38.27,10.54,10.52,6.22,0,4.99,5.58,2.03,2.74,Active,39.21,,,verified
624,49644193,2872940,Active,64,,,,41.96,,2.39,2.44,4.34,81.13,67.04,17.56,4.91,0,4.23,0.71,0,2.03,0,Active,50.35,,,verified
625,49644283,3093192,Active,61,,,,50.36,,1.38,2.06,1.9,81.32,49.56,16.93,8.97,3.06,2.69,1.36,0,0,0,Active,96.61,,,verified
626,49644285,1201320,Active,64,,,,42.17,,2.92,3.59,6.37,79.59,70.59,7.76,0,0,0,0,0.68,0,0,Active,48.48,14.76,8.44,verified
627,49644794,135547301,Active,65,,,,39.54,,6.01,1.17,7.55,63.39,73.14,30.54,17.94,11.21,4.03,4.08,0,0,2.77,Active,53.9,,,verified
628,49644894,3850620,Active,63,,,,44.95,,1.89,3.91,4.13,85.81,63.65,4.22,1.4,0,0,0,0,0,0,Active,83.76,,,verified
629,49645139,1240200,Active,46,,,,87.61,,22.72,1.05,8.6,41.4,54.52,19.75,4.83,0,0,0,0,0,0,Active,49.84,,,verified
630,49645175,5766424,Active,70,,,,26.25,,2.77,1.68,6.68,80.36,73.28,58.31,17.53,0,2.82,0,2.09,4.73,5.49,Active,67.32,,,verified
631,49645287,135444051,Active,70,,,,27.45,,1.04,2.53,2.97,96.02,85.68,40.13,15.87,3.74,4.03,2.72,0,0,2.08,Active,57.95,,,verified
632,49645306,5720701,Active,62,,,,45.89,,0.75,4.1,1.67,98.66,57.88,9.13,0,0,3.52,0,0,0,0,Active,43.58,,,verified
633,49645341,5342569,Active,73,,,,18.15,,1.41,4.43,7.14,82.12,92.01,81.64,15.43,0.69,0,0,3.49,4.06,3.43,Active,65.96,,,verified
634,49645430,5336979,Active,61,,,,49.12,,1.76,2.1,2.51,78.52,54.8,16.22,5.52,1.7,0,2.72,2.72,0,0.69,Active,32.39,,,verified
635,49645449,1369404,Active,66,,,,35.99,,1.36,1.81,2.47,82.94,67.52,32.81,14.02,0,2.11,2.14,0,2.03,0,Active,54.77,,,verified
636,49645783,5767456,Active,77,,,,8.42,,0.79,1.99,6.47,87.86,88.01,93.36,66.12,41.84,4.71,1.36,0,0,0,Active,85.26,,,verified
637,49646031,2027145,Active,68,,,,30.38,,1.22,4.36,3.82,90.99,91.69,28.92,6.21,0,2.69,0,3.4,2.06,0,Active,63.73,,,verified
638,49646063,3713164,Active,62,,,,48.04,,6.5,1.35,7.19,67.6,54.96,36.89,2.1,3.45,6.34,5.7,0,11.5,0,Active,38.31,,,verified
639,49646106,1368283,Active,70,,,,25.93,,1.6,2.92,5.23,89.92,90.28,46.97,8.28,9.17,2.69,8.16,1.36,2.06,0,Active,70.03,,,verified
640,49646129,2012742,Active,64,,,,41.11,,2.42,3.87,5.5,89.8,70.5,9.13,9.82,6.22,0.7,4.99,3.49,2.71,3.43,Active,52.55,,,verified
641,49646289,1561106,Active,62,,,,46.97,,8.26,1.98,11.95,100,35.22,27.47,16.83,7.6,10.57,9.27,9.07,5.41,5.49,Active,29.17,,,verified
642,49646523,3721390,Active,46,,,,87.67,,8.38,1.31,3.81,53.27,34.61,15.46,5.61,0.69,4.93,0,5.58,6.09,4.8,Active,36.65,,,verified
643,49646596,1099861,Active,62,,,,45.8,,4.72,1.05,4.6,64.66,53.67,43.09,15.87,5.09,6.72,0.68,4.76,0,0,Active,33.09,,,verified
644,49646676,4968413,Active,46,,,,86.41,,12.44,0.56,2.95,50.59,46.38,30.75,27.61,13.25,13.45,9.52,8.84,4.82,5.54,Active,34.74,,,verified
645,49646735,1987056,Active,66,,,,36.23,,1.58,3.11,3.71,89.57,76.13,21.78,4.91,4.84,0,3.56,4.19,2.03,0,Active,41.56,,,verified
646,49646744,5758422,Active,52,,,,72.79,,10.34,1.91,8.76,68.64,26.46,14.05,7.01,12.43,4.23,8.55,10.46,10.82,9.6,Active,29.3,,,verified
647,49646748,1958080,Active,66,,,,36.67,,1.58,3.85,3.9,90.94,78.98,16.16,9.12,0,2.11,0,0,0,0,Active,46.19,,,verified
648,49646756,1957047,Active,68,,,,32.9,,3.03,2.43,7.01,80.23,81.56,30.63,7.71,2.76,3.52,1.43,10.46,3.38,0,Active,35.23,,,verified
649,49647057,348035,Active,56,,,,62.27,,9.39,1.17,6.64,56.33,48.01,37.17,3.45,0,0,0,0,0,0,Active,39.1,,,verified
650,49647152,24747651,Active,67,,,,33.36,,1.59,2.18,3.43,85.19,75.48,33.08,8.28,7.13,0,0,0,0.69,0,Active,77.17,,,verified
651,49647282,2048910,Active,66,,,,36.16,,1.34,3.08,3.13,90.47,75.93,21.78,6.31,4.84,0,2.14,0.7,1.35,1.37,Active,49.32,,,verified
652,49647418,6515345,Active,70,,,,27.16,,0.94,5.38,3.76,100,100,38.01,9.66,5.77,0,0,0,0,0,Active,60.6,,,verified
653,49647584,6517214,Active,67,,,,34.73,,1.87,2.97,4.49,84.31,78.78,26.49,1.4,0,0,0,0,0,0,Active,63.01,,,verified
654,49647629,2047964,Active,68,,,,30.56,,1.73,2.46,4.34,98.14,76.95,36.6,10.52,6.22,8.45,2.85,4.88,3.38,3.43,Active,60.57,,,verified
655,49647767,4295684,Active,76,,,,10.42,,3.39,0.71,12.96,55.36,79.26,72.79,57.92,57.27,23.25,13.54,12.56,0,0,Active,73.39,,,verified
